source,generic_drug_name,dosage_form,30_day_cost,Link
CostPlusDrugs,Febuxostat,Tablet,$8.15 ,https://costplusdrugs.com/medications/febuxostat-80mg-tablet/
CostPlusDrugs,Felbamate,Tablet,$26.22 ,https://costplusdrugs.com/medications/felbamate-600mg-5ml-bottle-of-suspension-237-felbatol/
CostPlusDrugs,Felodipine ER,Tablet Extended Release,$8.29 ,https://costplusdrugs.com/medications/felodipine-er-5mg-tablet-extended-release-24hr-plendil/
CostPlusDrugs,Fenofibrate,Tablet,$443.66 ,https://costplusdrugs.com/medications/fenofibrate-120mg-tablet-fenoglide/
CostPlusDrugs,Fenofibrate,Capsule,$6.65 ,https://costplusdrugs.com/medications/fenofibrate-134mg-capsule/
CostPlusDrugs,Fenofibrate,Tablet,$8.43 ,https://costplusdrugs.com/medications/fenofibrate-54mg-tablet/
CostPlusDrugs,Fenofibrate Micronized,Capsule,$26.47 ,https://costplusdrugs.com/medications/fenofibrate-micronized-130mg-capsule-antara-lipofen-and-other-brands/
CostPlusDrugs,Fesoterodine Fumarate ER (Generic for Toviaz),Extended Release Tablet,$14.08 ,https://costplusdrugs.com/medications/fesoterodine-fumarate-er-8mg-tablet/
CostPlusDrugs,Fexofenadine HCl,Tablet,$9.75 ,https://costplusdrugs.com/medications/fexofenadinehcl-60mg-tablet/
CostPlusDrugs,Finasteride,Tablet,$5.82 ,https://costplusdrugs.com/medications/finasteride-5mg-tablet/
CostPlusDrugs,Fingolimod HCl,Bottle of Capsules,$93.55 ,https://costplusdrugs.com/medications/fingolimod-hcl-0_5mg-bottle-of-30-capsules/
CostPlusDrugs,Flavoxate HCl,Tablet,$16.49 ,https://costplusdrugs.com/medications/flavoxate-hcl-100mg-tablet-urispas/
CostPlusDrugs,Flecainide Acetate,Tablet,$8.07 ,https://costplusdrugs.com/medications/flecainide-acetate-50mg-tablet/
CostPlusDrugs,Fluconazole,Tablet,$11.00 ,https://costplusdrugs.com/medications/fluconazole-50mg-tablet/
CostPlusDrugs,Flucytosine,Capsule,$160.25 ,https://costplusdrugs.com/medications/flucytosine-500mg-capsule/
CostPlusDrugs,Fludrocortisone Acetate (Generic for Florinef),Tablet,$12.45 ,https://costplusdrugs.com/medications/fludrocortisoneacetate-0_1mg-tablet/
CostPlusDrugs,Flunisolide (Generic for Nasalide),Nasal Spray,$48.82 ,https://costplusdrugs.com/medications/flunisolide-25mcg-act-0_025-nasal-spray-25-nasalide/
CostPlusDrugs,Fluocinolone Acetonide (Generic for DermOtic),Ear Dropper,$16.49 ,https://costplusdrugs.com/medications/fluocinolone-acetonide-0_01-ear-dropper-20-dermotic/
CostPlusDrugs,Fluocinolone Acetonide (Generic for Synalar),Bottle of Solution,$14.99 ,https://costplusdrugs.com/medications/fluocinolone-acetonide-0_03-tube-of-ointment-60-synalar/
CostPlusDrugs,Fluocinolone Acetonide Body (Generic for Derma-Smoothe/FS Body),Oil,$16.79 ,https://costplusdrugs.com/medications/fluocinolone-acetonide-body-0_01-oil-118_28ml/
CostPlusDrugs,Fluocinolone Acetonide Scalp (Generic for Derma-Smoothe/FS Scalp),Bottle of Oil,$17.37 ,https://costplusdrugs.com/medications/fluocinolone-acetonide-scalp-0_01-bottle-of-oil-118_28-derma-smoothe-fs-scalp/
CostPlusDrugs,Fluocinonide (Generic for Lidex),Tube of Gel,$33.75 ,https://costplusdrugs.com/medications/fluocinonide-0_0005-solution/
CostPlusDrugs,Fluocinonide (Generic for Vanos),Tube of Cream,$10.19 ,https://costplusdrugs.com/medications/fluocinonide-0_10-tube-of-cream-30-vanos/
CostPlusDrugs,Fluocinonide Emulsified Base (Generic for Lidex-E),Tube of Cream,$25.21 ,https://costplusdrugs.com/medications/fluocinonide-emulsified-base-0_05-tube-of-cream-30-lidex-e/
CostPlusDrugs,Fluorouracil (Generic for Efudex),Tube of Cream,$16.50 ,https://costplusdrugs.com/medications/fluorouracil-5-tube-of-cream-40-efudex/
CostPlusDrugs,Fluoxetine (Generic for Prozac),Capsule,$5.37 ,https://costplusdrugs.com/medications/fluoxetinehcl-20mg_5ml-milliliters/
CostPlusDrugs,Fluoxetine HCl (Generic for Prozac Weekly),Pack of Delayed Release Capsules,$113.68 ,https://costplusdrugs.com/medications/fluoxetine-hcl-90mg-pack-of-delayed-release-capsules-4-prozac-weekly/
CostPlusDrugs,Fluphenazine HCl (Generic for Prolixin),Tablet,$7.88 ,https://costplusdrugs.com/medications/fluphenazine-hcl-2_5mg-5ml-elixir-dropper-60-prolixin/
CostPlusDrugs,Fluphenazine HCl (Generic for Permitil),Tablet,$12.89 ,https://costplusdrugs.com/medications/fluphenazine-hcl-5mg-ml-concentrate-dropper-120-permitil/
CostPlusDrugs,Flurandrenolide (Generic for Cordran),Bottle of Lotion,$96.48 ,https://costplusdrugs.com/medications/flurandrenolide-0_05-bottle-of-lotion-120-cordran/
CostPlusDrugs,Flurbiprofen (Generic for Ansaid),Tablet,$14.79 ,https://costplusdrugs.com/medications/flurbiprofen-100mg-tablet-ansaid/
CostPlusDrugs,Flurbiprofen Sodium (Generic for Ocufen),Solution Dropper,$36.80 ,https://costplusdrugs.com/medications/flurbiprofen-sodium-0_03-solution-dropper-2_5-ocufen/
CostPlusDrugs,Fluticasone Propionate (Generic for Cutivate),Tube of Ointment,$11.82 ,https://costplusdrugs.com/medications/fluticasonepropionate-0_05-cream/
CostPlusDrugs,Fluticasone Propionate (Generic for Flonase),Solution,$11.56 ,https://costplusdrugs.com/medications/FluticasonePropionate-16_ml-Suspension/
CostPlusDrugs,Fluticasone-Salmeterol (Generic for Advair Diskus),Aerosol Powder,$63.40 ,https://costplusdrugs.com/medications/Fluticasone-Salmeterol-250mcg50mcg-Tablet/
CostPlusDrugs,Fluticasone-Salmeterol (Generic for Advair HFA),Aerosol Inhalation,$292.70 ,https://costplusdrugs.com/medications/fluticasone-salmeterol-45-21-mcg-act-aerosol-inhalation-12gm/
CostPlusDrugs,Fluvastatin Sodium (Generic for Lescol),Capsule,$76.86 ,https://costplusdrugs.com/medications/fluvastatin-sodium-40mg-capsule-lescol/
CostPlusDrugs,Fluvastatin Sodium ER (Generic for Lescol XL),Tablet Extended Release,$44.71 ,https://costplusdrugs.com/medications/fluvastatin-sodium-er-80mg-tablet-extended-release-lescol-xl/
CostPlusDrugs,Fluvoxamine Maleate (Generic for Luvox),Tablet,$10.18 ,https://costplusdrugs.com/medications/fluvoxamine-maleate-50mg-tablet/
CostPlusDrugs,Fluvoxamine Maleate ER (Generic for Luvox CR),Capsule Extended Release,$128.05 ,https://costplusdrugs.com/medications/fluvoxamine-maleate-er-150mg-capsule-extended-release-luvox-cr/
CostPlusDrugs,Folic Acid (Generic for Folic Acid),Tablet,$5.38 ,https://costplusdrugs.com/medications/FolicAcid-1mg-Tablet/
CostPlusDrugs,Formoterol Fumarate (Generic for Perforomist),Carton of Solution Vials,$109.64 ,https://costplusdrugs.com/medications/formoterol-fumarate-20mcg-2ml-carton-of-solution-vials-2-perforomist/
CostPlusDrugs,Fosamprenavir Calcium (Generic for Lexiva),Tablet,$163.88 ,https://costplusdrugs.com/medications/fosamprenavir-calcium-700mg-tablet-lexiva/
CostPlusDrugs,Fosfomycin Tromethamine (Generic for Monurol),Packet,$28.98 ,https://costplusdrugs.com/medications/fosfomycin-tromethamine-3gm-packet-1-monurol/
CostPlusDrugs,Fosinopril Sodium (Generic for Monopril),Tablet,$7.84 ,https://costplusdrugs.com/medications/fosinopril-sodium-40mg-tablet-monopril/
CostPlusDrugs,Fosinopril Sodium – HCTZ (Generic for Monopril HCT),Tablet,$9.83 ,https://costplusdrugs.com/medications/fosinopril-sodium-hctz-20-12_5mg-tablet-monopril-hct/
CostPlusDrugs,Frovatriptan Succinate (Generic for Frova),Tablet,$46.59 ,https://costplusdrugs.com/medications/frovatriptan-succinate-2_5mg-tablet-frova/
CostPlusDrugs,Furosemide (Generic for Lasix),Tablet,$5.58 ,https://costplusdrugs.com/medications/furosemide-80mg-tablet/
CostPlusDrugs,Galantamine Hydrobromide (Generic for Reminyl),Bottle of Solution,$387.95 ,https://costplusdrugs.com/medications/galantamine-hydrobromide-4mg-ml-bottle-of-solution-100-reminyl/
CostPlusDrugs,Galantamine Hydrobromide (Generic for Razadyne),Tablet,$11.62 ,https://costplusdrugs.com/medications/galantamine-hydrobromide-8mg-tablet-razadyne/
CostPlusDrugs,Galantamine Hydrobromide ER (Generic for Razadyne ER),Capsule Extended Release,$23.77 ,https://costplusdrugs.com/medications/galantamine-hydrobromide-er-8mg-capsule-extended-release-razadyne-er/
CostPlusDrugs,Gatifloxacin (Generic for Zymaxid),Solution Dropper,$19.11 ,https://costplusdrugs.com/medications/gatifloxacin-0_50-solution-dropper-2_5-zymaxid/
CostPlusDrugs,GaviLyte-C (PEG 3350-KCl-Na Bicarb-NaCl-Na Sulfate),Bottle of Solution Reconstituted,$26.09 ,https://costplusdrugs.com/medications/peg-3350-kcl-na-bicarb-nacl-na-sulfate-240gm-bottle-of-solution-reconstituted-4000-gavilyte-c/
CostPlusDrugs,Gefitinib (Generic for Iressa),Bottle of Tablets,"$1,183.58 ",https://costplusdrugs.com/medications/gefitinib-250mg-bottle-of-tablets-30-iressa/
CostPlusDrugs,Gemfibrozil (Generic for Lopid),Tablet,$7.77 ,https://costplusdrugs.com/medications/Gemfibrozil-600mg-Tablet/
CostPlusDrugs,Gentamicin Sulfate (Generic for Garamycin),Tube of Cream,$13.88 ,https://costplusdrugs.com/medications/gentamicin-sulfate-0_3-ophthalmic-solution-5ml/
CostPlusDrugs,Glatopa (Glatiramer Acetate) (Generic for Copaxone),Solution Prefilled Syringe,"$1,148.08 ",https://costplusdrugs.com/medications/glatopa-glatiramer-acetate-40mg-ml-copaxone/
CostPlusDrugs,Glimepiride (Generic for Amaryl),Tablet,$5.34 ,https://costplusdrugs.com/medications/glimepiride-4mg-tablet/
CostPlusDrugs,Glipizide (Generic for Glucotrol),Tablet,$6.23 ,https://costplusdrugs.com/medications/glipizide-5mg-tablet/
CostPlusDrugs,Glipizide Extended Release (Generic for Glucotrol XL),Extended Release Tablet,$8.01 ,https://costplusdrugs.com/medications/glipizide-extended-release-er-5mg-tablet/
CostPlusDrugs,Glipizide-Metformin HCl (Generic for Metaglip),Tablet,$9.27 ,https://costplusdrugs.com/medications/glipizide-metformin-hcl-5-500mg-tablet-metaglip/
CostPlusDrugs,Glyburide (Generic for Glyburide),Tablet,$5.80 ,https://costplusdrugs.com/medications/glyburide-5mg-tablet/
CostPlusDrugs,Glyburide-Metformin (Generic for Glucovance),Tablet,$11.01 ,https://costplusdrugs.com/medications/glyburide-metformin-5mg-500mg-tablet/
CostPlusDrugs,Glyburide Micronized (Generic for Glynase),Tablet,$9.75 ,https://costplusdrugs.com/medications/glyburide-micronized-6mg-tablet-glynase/
CostPlusDrugs,Glycopyrrolate (Generic for Cuvposa),Bottle of Solution,$54.45 ,https://costplusdrugs.com/medications/glycopyrrolate-1mg-5ml-bottle-of-solution-473-cuvposa/
CostPlusDrugs,Glycopyrrolate (Generic for Robinul),Tablet,$7.39 ,https://costplusdrugs.com/medications/glycopyrrolate-2mg-tablet/
CostPlusDrugs,Granisetron HCl (Generic for Kytril),Tablet,$25.87 ,https://costplusdrugs.com/medications/granisetron-hcl-1mg-tablet/
CostPlusDrugs,Griseofulvin Microsize (Generic for Grifulvin V),Bottle of Suspension,$29.32 ,https://costplusdrugs.com/medications/griseofulvin-microsize-125mg-5ml-bottle-of-suspension-120-grifulvin-v/
CostPlusDrugs,Griseofulvin Microsize (Generic for Fulvicin U/F),Tablet,$229.25 ,https://costplusdrugs.com/medications/griseofulvin-microsize-500mg-tablet-fulvicin-u-f/
CostPlusDrugs,Griseofulvin Ultramicrosize (Generic for Gris-PEG),Tablet,$72.23 ,https://costplusdrugs.com/medications/griseofulvin-ultramicrosize-250mg-tablet-gris-peg/
CostPlusDrugs,Guaifenesin (Generic for Bidex),Tablet,$6.43 ,https://costplusdrugs.com/medications/guaifenesin-400mg-tablet-bidex/
CostPlusDrugs,Guaifenesin ER (Generic for Guaifenex LA),Tablet Extended Release 12HR,$11.44 ,https://costplusdrugs.com/medications/guaifenesin-er-600mg-tablet-extended-release-12hr-guaifenex-la/
CostPlusDrugs,Guanfacine HCl (Generic for Tenex),Tablet,$6.71 ,https://costplusdrugs.com/medications/guanfacine-hcl-2mg-tablet-tenex/
CostPlusDrugs,Guanfacine HCl ER (Generic for Intuniv),Extended Release Tablet,$7.14 ,https://costplusdrugs.com/medications/GuanfacineHClER-4mg-Tablet/
CostPlusDrugs,Hadlima (adalimumab-bwwd),Box of 2 Prefilled Syringes,"$1,196.76 ",https://costplusdrugs.com/medications/hadlima-adalimumab-bwwd-40mg-0_8ml-box-of-2-prefilled-syringes-1_6/
CostPlusDrugs,Hadlima PushTouch (adalimumab-bwwd),Box of 2 Auto-injectors,"$1,196.76 ",https://costplusdrugs.com/medications/hadlima-pushtouch-adalimumab-bwwd-40mg-0_8ml-box-of-2-auto-injectors-1_6/
CostPlusDrugs,Halobetasol Propionate (Generic for Ultravate),Cream,$26.67 ,https://costplusdrugs.com/medications/halobetasol-propionate-0_0005-ointment/
CostPlusDrugs,Haloperidol (Generic for Haldol),Tablet,$10.77 ,https://costplusdrugs.com/medications/haloperidol-lactate-2mg-ml-concentrate-dropper-15-haldol/
CostPlusDrugs,Hydralazine (Generic for Apresoline),Tablet,$6.72 ,https://costplusdrugs.com/medications/hydralazine-50mg-tablet/
CostPlusDrugs,Hydrochlorothiazide (Generic for Microzide),Capsule,$5.68 ,https://costplusdrugs.com/medications/hydrochlorothiazide-50mg-tablet/
CostPlusDrugs,Hydrocortisone (Generic for Preparation H),Cream,$6.55 ,https://costplusdrugs.com/medications/hydrocortisone-0_01-cream/
CostPlusDrugs,Hydrocortisone (Generic for Cortenema),Enema,$18.61 ,https://costplusdrugs.com/medications/hydrocortisone-100mg-60ml-enema-60-cortenema/
CostPlusDrugs,Hydrocortisone (Generic for Cortizone-10),Tube of Ointment,$10.46 ,https://costplusdrugs.com/medications/hydrocortisone-1-tube-of-ointment-28_35-cortizone-10/
CostPlusDrugs,Hydrocortisone (Generic for Hytone),Cream,$7.74 ,https://costplusdrugs.com/medications/hydrocortisone-2_50-bottle-of-lotion-118-hytone/
CostPlusDrugs,Hydrocortisone (Generic for Cortef),Tablet,$8.97 ,https://costplusdrugs.com/medications/hydrocortisone-5mg-tablet-cortef/
CostPlusDrugs,Hydrocortisone Ace-Pramoxine (Generic for Analpram-HC),Tube of Cream,$161.04 ,https://costplusdrugs.com/medications/hydrocortisone-ace-pramoxine-1-1-tube-of-cream-30-analpram-hc/
CostPlusDrugs,Hydrocortisone-Acetic Acid (Generic for Acetasol HC),Solution Dropper,$83.63 ,https://costplusdrugs.com/medications/hydrocortisone-acetic-acid-1-2-solution-dropper-10-acetasol-hc/
CostPlusDrugs,Hydrocortisone Butyrate (Generic for Locoid),Tube of Ointment,$34.14 ,https://costplusdrugs.com/medications/hydrocortisone-butyrate-0_10-tube-of-ointment-15-locoid/
CostPlusDrugs,Hydrocortisone Butyrate Lipid,Tube of Cream,$40.19 ,https://costplusdrugs.com/medications/hydrocortisone-butyr-lipo-base-0_10-tube-of-cream-45-locoid-lipocream/
CostPlusDrugs,Hydrocortisone Perianal,Suppository,$32.14 ,https://costplusdrugs.com/medications/HydrocortisonePerianal-0_025-Cream/
CostPlusDrugs,Hydrocortisone (Perianal),Tube of Cream,$16.53 ,https://costplusdrugs.com/medications/hydrocortisone-perianal-1-tube-of-cream-28_4-procto-pak/
CostPlusDrugs,Hydrocortisone Valerate,Tube of Ointment,$69.81 ,https://costplusdrugs.com/medications/hydrocortisone-valerate-0_002-cream/
CostPlusDrugs,Hydroxychloroquine Sulfate,Tablet,$7.22 ,https://costplusdrugs.com/medications/hydroxychloroquine-sulfate-400mg-tablet/
CostPlusDrugs,Hydroxyurea,Capsule,$9.90 ,https://costplusdrugs.com/medications/hydroxyurea-500mg-capsule-hydrea/
CostPlusDrugs,Hydroxyzine HCl,Tablet,$5.59 ,https://costplusdrugs.com/medications/HydroxyzineHCL-50mg-Tablet/
CostPlusDrugs,Hydroxyzine Pamoate,Capsule,$7.05 ,https://costplusdrugs.com/medications/hydroxyzinepamoate-50mg-capsule/
CostPlusDrugs,Hyoscyamine Sulfate,Tablet Disintegrating,$9.93 ,https://costplusdrugs.com/medications/hyoscyamine-sulfate-0_125mg-tablet-disintegrating-nulev/
CostPlusDrugs,Hyoscyamine Sulfate,Tablet,$7.80 ,https://costplusdrugs.com/medications/hyoscyamine-sulfate-0_125mg-tablet-levsin/
CostPlusDrugs,Hyoscyamine Sulfate,Tablet Sublingual,$8.83 ,https://costplusdrugs.com/medications/hyoscyamine-sulfate-0_125mg-tablet-sublingual-levsin-sl/
CostPlusDrugs,Ibandronate Sodium,Tablet Dose Pack,$10.29 ,https://costplusdrugs.com/medications/ibandronate-sodium-150mg-tablet-dose-pack-3-boniva/
CostPlusDrugs,Ibuprofen,Tablet,$5.63 ,https://costplusdrugs.com/medications/Ibuprofen-800mg-Tablet/
CostPlusDrugs,Ibuprofen-Famotidine,Tablet,$24.55 ,https://costplusdrugs.com/medications/ibuprofen-famotidine-800-26_6mg-tablet-duexis/
CostPlusDrugs,Icosapent Ethyl,Capsule,$13.62 ,https://costplusdrugs.com/medications/icosapent-ethyl-1g-capsule/
CostPlusDrugs,Imatinib,Tablet,$13.18 ,https://costplusdrugs.com/medications/imatinib-400mg-tablet/
CostPlusDrugs,Imipramine HCl,Tablet,$5.84 ,https://costplusdrugs.com/medications/imipramine-hcl-50mg-tablet/
CostPlusDrugs,Imipramine Pamoate,Capsule,$75.44 ,https://costplusdrugs.com/medications/imipramine-pamoate-75mg-capsule-tofranil-pm/
CostPlusDrugs,Imiquimod,Cream,$20.81 ,https://costplusdrugs.com/medications/imiquimod-5-cream/
CostPlusDrugs,Imiquimod Pump,Cream Pump,$372.82 ,https://costplusdrugs.com/medications/imiquimod-pump-3_75-cream-pump-7_5-zyclara/
CostPlusDrugs,Indapamide,Tablet,$6.55 ,https://costplusdrugs.com/medications/indapamide-2_5mg-tablet-lozol/
CostPlusDrugs,Indomethacin,Capsule,$7.44 ,https://costplusdrugs.com/medications/indomethacin-50mg-capsule/
CostPlusDrugs,Indomethacin Extended Release (ER),Extended Release Capsule,$7.42 ,https://costplusdrugs.com/medications/indomethacin-extended-release-er-75mg-capsule/
CostPlusDrugs,Invokamet (Canagliflozin-Metformin HCl),Bottle of Tablets,$245.92 ,https://costplusdrugs.com/medications/invokamet-50-500mg-tablet/
CostPlusDrugs,Invokamet XR (Canagliflozin-Metformin HCl),Bottle of Extended Release Tablets,$245.92 ,https://costplusdrugs.com/medications/invokamet-xr-50-500mg-tablet-extended-release-24-hr/
CostPlusDrugs,Invokana (Canagliflozin),Bottle of Tablets,$535.02 ,https://costplusdrugs.com/medications/invokana-300mg-tablet-90/
CostPlusDrugs,Ipratropium-Albuterol,Pack of 60 Vials of Solution,$31.33 ,https://costplusdrugs.com/medications/ipratropium-albuterol-0_5-2_5mg_solution-30-x-3ml/
CostPlusDrugs,Ipratropium Bromide,Nasal Spray 15 mL,$16.89 ,https://costplusdrugs.com/medications/ipratropium-bromide-0_06-solution-15ml/
CostPlusDrugs,Irbesartan,Tablet,$8.59 ,https://costplusdrugs.com/medications/irbesartan-75mg-tablet/
CostPlusDrugs,Irbesartan-Hydrochlorothiazide,Tablet,$7.55 ,https://costplusdrugs.com/medications/irbesartan-hydrochlorothiazide-300mg-12_5mg-tablet/
CostPlusDrugs,Isoniazid,Tablet,$7.86 ,https://costplusdrugs.com/medications/isoniazid-50mg-5ml-bottle-of-syrup-473-nyzadrid/
CostPlusDrugs,Isosorb Dinitrate-Hydralazine,Tablet,$32.84 ,https://costplusdrugs.com/medications/isosorb-dinitrate-hydralazine-20-37_5mg-tablet-bidil/
CostPlusDrugs,Isosorbide Dinitrate,Tablet,$7.69 ,https://costplusdrugs.com/medications/isosorbide-dinitrate-5mg-tablet-isordil-titradose/
CostPlusDrugs,Isosorbide Mononitrate,Tablet,$19.65 ,https://costplusdrugs.com/medications/isosorbide-mononitrate-20mg-tablet-monoket/
CostPlusDrugs,Isosorbide Mononitrate Extended Release (ER),Tablet Extended Release 24 HR,$9.56 ,https://costplusdrugs.com/medications/isosorbidemononitrateextendedreleaseer-60mg-tablet/
CostPlusDrugs,Isradipine,Capsule,$41.49 ,https://costplusdrugs.com/medications/isradipine-5mg-capsule-dynacirc/
CostPlusDrugs,Itraconazole,Capsule,$16.80 ,https://costplusdrugs.com/medications/itraconazole-10mg-ml-bottle-of-solution-150-sporanox/
CostPlusDrugs,Ivermectin,Tube of Cream,$115.53 ,https://costplusdrugs.com/medications/ivermectin-1-tube-of-cream-45-soolantra/
CostPlusDrugs,Ivermectin,Tablet,$98.15 ,https://costplusdrugs.com/medications/ivermectin-3mg-tablet-stromectol/
CostPlusDrugs,Ketoconazole,Cream,$7.28 ,https://costplusdrugs.com/medications/Ketoconazole-0_02-Cream/
CostPlusDrugs,Ketoconazole,Can of Foam,$290.44 ,https://costplusdrugs.com/medications/ketoconazole-2-can-of-foam-50-extina/
CostPlusDrugs,Ketoprofen,Capsule Extended Release 24 Hour,$169.84 ,https://costplusdrugs.com/medications/ketoprofen-200-mg-capsule-extended-release-24-hour/
CostPlusDrugs,Ketorolac Tromethamine,Ophthalmic Solution 10 mL,$11.68 ,https://costplusdrugs.com/medications/ketorolac-tromethamine-0_005-solution-5ml/
CostPlusDrugs,Ketorolac Tromethamine,Tablet,$8.64 ,https://costplusdrugs.com/medications/KetorolacTromethamine-10mg-Tablet/
CostPlusDrugs,Ketotifen Fumarate,Solution,$11.72 ,https://costplusdrugs.com/medications/ketotifen-fumarate-0_035-ophthalmic-solution-5ml/
CostPlusDrugs,Labetalol HCl,Tablet,$6.75 ,https://costplusdrugs.com/medications/labetalolhcl-300mg-tablet/
CostPlusDrugs,Lactic Acid (Ammonium Lactate),Lotion,$16.10 ,https://costplusdrugs.com/medications/lactic-acid-ammonium-lactate-12-lotion-227g/
CostPlusDrugs,Lactulose,Bottle of Solution,$20.32 ,https://costplusdrugs.com/medications/lactulose-10g-15ml-bottle-of-solution-473-duphalac/
CostPlusDrugs,Lamivudine,Tablet,$232.54 ,https://costplusdrugs.com/medications/lamivudine-100mg-tablet-epivir-hbv/
CostPlusDrugs,Lamivudine,Tablet,$12.80 ,https://costplusdrugs.com/medications/lamivudine-300mg-tablet-epivir/
CostPlusDrugs,Lamivudine-Zidovudine,Tablet,$16.01 ,https://costplusdrugs.com/medications/lamivudine-zidovudine-150-300mg-tablet-combivir/
CostPlusDrugs,Lamotrigine,ODT Tablet,$36.27 ,https://costplusdrugs.com/medications/lamotrigine-50mg-orallydisintegratingtablet-odt/
CostPlusDrugs,Lamotrigine,Tablet,$6.30 ,https://costplusdrugs.com/medications/lamotrigine-5mg-chewabletablet/
CostPlusDrugs,Lamotrigine Extended Release (ER),Extended Release Tablet,$11.74 ,https://costplusdrugs.com/medications/lamotrigineextendedreleaseer-50mg-tablet/
CostPlusDrugs,Lamotrigine Starter Kit-Blue,Blue Kit,$657.07 ,https://costplusdrugs.com/medications/lamotrigine-starter-kit-blue-35-x-25mg-blue-kit-35-lamictal/
CostPlusDrugs,Lamotrigine Starter Kit-Green,Green Kit,"$1,830.80 ",https://costplusdrugs.com/medications/lamotrigine-starter-kit-green-84-x-25mg-14x100mg-green-kit-98-lamictal/
CostPlusDrugs,Lamotrigine Starter Kit-Orange,Orange Kit,$954.05 ,https://costplusdrugs.com/medications/lamotrigine-starter-kit-orange-42-x-25mg-7-x-100mg-orange-kit-49-lamictal/
CostPlusDrugs,Lansoprazole Delayed Release (DR),Delayed Release Capsule,$10.75 ,https://costplusdrugs.com/medications/LansoprazoleDR-30mg-Capsule/
CostPlusDrugs,Lansoprazole DR Orally Disintegrating Tablet (ODT),Delayed Release ODT Tablet,$97.27 ,https://costplusdrugs.com/medications/lansoprazole-delayed-release-dr-30mg-orally-disintegrating-tablet/
CostPlusDrugs,Lanthanum Carbonate,Tablet Chewable,$536.30 ,https://costplusdrugs.com/medications/lanthanum-carbonate-750mg-tablet-chewable-fosrenol/
CostPlusDrugs,Lantus,Solution,,https://costplusdrugs.com/medications/lantus-100-unit_ml-solution-10-lantus/
CostPlusDrugs,Lapatinib Ditosylate,Tablet,$992.76 ,https://costplusdrugs.com/medications/lapatinib-ditosylate-250mg-tablet-tykerb/
CostPlusDrugs,Latanoprost,Solution Dropper,$17.27 ,https://costplusdrugs.com/medications/latanoprost-0_01-solution-dropper-2_5-xalatan/
CostPlusDrugs,Leflunomide,Tablet,$19.42 ,https://costplusdrugs.com/medications/leflunomide-20mg-tablet/
CostPlusDrugs,Letrozole,Tablet,$7.47 ,https://costplusdrugs.com/medications/letrozole-2_5mg-tablet/
CostPlusDrugs,Leucovorin Calcium,Tablet,$103.41 ,https://costplusdrugs.com/medications/leucovorin-calcium-5mg-tablet-wellcovorin/
CostPlusDrugs,Levalbuterol HCl,Pack of Solution Vials,$23.12 ,https://costplusdrugs.com/medications/levalbuterol-hcl-1_25mg-3ml-pack-of-solution-vials-3-xopenex/
CostPlusDrugs,Levetiracetam,Tablet,$9.20 ,https://costplusdrugs.com/medications/levetiracetam-750mg-tablet/
CostPlusDrugs,Levetiracetam Extended Release (ER),Extended Release Tablet,$8.13 ,https://costplusdrugs.com/medications/levetiracetamextendedreleaseer-750mg-tablet/
CostPlusDrugs,Levobunolol HCl,Solution Dropper,$20.10 ,https://costplusdrugs.com/medications/levobunolol-hcl-0_50-solution-dropper-5-betagan/
CostPlusDrugs,Levocarnitine,Tablet,$25.93 ,https://costplusdrugs.com/medications/levocarnitine-330mg-tablet-carnitor/
CostPlusDrugs,Levocetirizine Dihydrochloride,Tablet,$6.42 ,https://costplusdrugs.com/medications/LevocetirizineDihydrochloride-5mg-Tablet/
CostPlusDrugs,Levofloxacin,Tablet,$6.90 ,https://costplusdrugs.com/medications/levofloxacin-750mg-tablet/
CostPlusDrugs,Levonor-Eth Est,Pack of Tablets,$157.54 ,https://costplusdrugs.com/medications/levonor-eth-est-0_1-0_125-0_15-0_025mg-pack-of-tablets-91-rivelsa/
CostPlusDrugs,Levonorgestrel,Tablet,$350.00 ,https://costplusdrugs.com/medications/levonorgestrel-1_5mg-tablet-plan-b-one-step/
CostPlusDrugs,Levonorgestrel and Ethinyl Estradiol,Pack of Tablets,$8.73 ,https://costplusdrugs.com/medications/levonorgestrel-and-ethinyl-estradiol-0_05-30-0_075-40-0_125-30-mg-mcg-pack-of-tablets-28-enpresse-28/
CostPlusDrugs,Levonorgestrel and Ethinyl Estradiol,Pack of Tablets,$9.72 ,https://costplusdrugs.com/medications/levonorgestrel-and-ethinyl-estradiol-0_1-0_02-0_01mg-pack-of-tablets-91-camrese-lo/
CostPlusDrugs,Levonorgestrel and Ethinyl Estradiol,Pack of Tablets,$23.57 ,https://costplusdrugs.com/medications/levonorgestrel-and-ethinyl-estradiol-90-20mcg-pack-of-tablets-28-amethyst/
CostPlusDrugs,Levonorgestrel + EE,Pack of Tablets,$7.38 ,https://costplusdrugs.com/medications/levonorgestrel-+-ee-0_1mg-20mcg-pack-of-tablets-28-vienva/
CostPlusDrugs,Levonorgestrel & Ethinyl Estradiol,Blister Pack of 28 Tablets,$6.72 ,https://costplusdrugs.com/medications/Levonorgestrel-EthinylEstradiol-0_15mg-30mcg-Tablet/
CostPlusDrugs,Levonorgestrel & Ethinyl Estradiol (91-day),Blister Pack of 91 Tablets,$12.28 ,https://costplusdrugs.com/medications/levonorgestrel-ethinyl-estradiol-91-day-0_15mg-0_03mg-blister-pack-of-91-tablets/
